GWD,W,Sa,TWL,P,T,Hu,ELE
-0.88532176,10.67725377,12.8581418,150.7513831,0.2,26.1,91,0.986
0.359823842,21.98953303,13.86688057,67.27498775,0,16.5,26,0.559
0.235071649,20.26028307,19.48668159,83.58323926,0,-1.4,81,0.559
-0.597051282,19.18111499,23.31751473,103.2066616,0,29,60,0.135
0.35362771,23.60231876,19.57122821,149.6598703,0.2,22.9,81,0.687
-0.128746376,14.23608346,38.55448718,86.17160815,0,25.8,96,1.279
0.134778941,28.25910713,32.12471901,153.6539713,0,25.7,85,0.687
-0.128746376,16.68343375,15.09723874,84.67919474,0,-2.5,70,0.494
-0.503021583,24.41347931,15.32825846,21.18834468,0,13,22,0.342
-0.128746376,14.07405324,30.46304925,45.01918029,0.3,13.4,100,1.279
-0.128746376,10.36685849,15.81291214,93.76241063,0,-1.4,86,0.494
0.292943087,23.92311479,15.54798638,69.69010133,0,17.5,37,0.687
0.091917025,26.79648831,27.27192631,116.4781701,0,23.3,75,0.559
0.166205195,28.18366901,27.15190111,54.60100461,0,19,32,0.687
0.344203926,25.39247097,23.97673582,77.09163347,0,27.2,26,0.559
0.348019737,17.57764343,17.12165871,62.55382826,0,16.1,42,0.559
-0.128746376,22.89405635,37.42960144,103.9397118,0,-2.9,36,1.279
-0.128746376,21.50019807,24.95701346,60.9263946,1,11.2,96,0.494
-0.895362806,13.96822679,17.80474881,145.5178714,97,29.7,75,0.986
-0.986932069,18.43233667,21.32183692,28.45207681,0,20.2,93,0.986
-0.138018018,28.58802323,20.10409737,125.0051617,0,19.7,82,0.04
0.331433391,29.26268409,19.64467338,141.7862559,0,19.7,83,0.494
-0.322632842,26.92276815,33.40997218,165.8236833,0,26.5,91,0.342
-0.128746376,16.46389933,33.71512193,38.09227042,0,5.6,58,1.279
-0.128746376,9.742464037,28.88710846,86.17160815,0,22.4,100,1.279
0.339369657,16.6824362,17.9320472,64.53078776,0,16.8,48,0.559
-0.491602564,13.5483871,23.68385032,23.57928464,0,1.5,98,0.135
0.018814987,28.69069168,32.94617401,83.63883337,0,11.6,100,0.687
-0.441151079,23.76762098,12.72820942,54.58084814,0.9,15.5,62,0.342
-0.128746376,9.146630559,28.88799824,94.86487057,0,23,96,1.279
-0.128746376,18.30358742,16.46591424,45.34055037,0,-7,71,0.494
-0.061580425,28.00135936,24.32930878,131.2464936,0.3,18.5,67,0.04
-0.294576788,28.4591171,33.01678208,59.24970188,0,-6.5,90,0.04
-0.488313349,23.8212771,12.51240849,68.01908157,0,16.2,43,0.342
-1.047447782,19.38561939,23.89133508,101.2458602,0,29.5,50,0.986
-1.040627327,17.70528157,21.24906813,86.44297999,0,21,81,0.986
-0.070558559,27.92455632,23.54019052,86.55144626,0,10.8,64,0.04
-0.128746376,9.443120318,31.04918023,128.0022971,0,28.7,58,1.279
-0.216720721,26.25131761,29.813488,89.39363324,0,23.8,16,0.04
0.243659922,20.40852337,20.74535679,82.31797624,0,20.2,49,0.559
-0.60101619,22.38273437,36.60324454,149.8924015,0.4,27.6,83,0.135
0.351542696,28.08753729,21.47316929,135.7976908,3,28.8,91,0.494
-0.118862863,24.14308966,25.0572114,57.92769397,2,0.1,70,0.04
-0.877412837,23.86865969,27.10959559,134.2609287,0,9.4,71,0.986
-0.173029576,28.84594882,33.42817071,89.17729066,0,29.6,68,0.04
-0.269397397,27.49586314,33.47579726,92.74258718,0,2.2,40,0.04
0.314722906,26.10570212,22.26254893,62.79466122,0.1,-2.1,95,0.494
0.519358403,29.22648113,29.52465704,70.4940239,0,25.5,30,0.687
-0.565607935,9.553451017,26.2204866,79.45565165,0,-7,48,0.135
-0.128746376,20.04330216,41.01177444,90.4824594,0,11,88,0.494
-0.208073688,27.6252922,30.88531713,121.086262,2,24.5,86,0.342
-0.128746376,13.72636617,32.55326426,100.188837,0,14.5,56,1.279
0.221319741,22.62601815,20.30474895,94.07837225,0,-6.6,48,0.687
-0.194814383,28.59864886,29.5810923,130.4302413,0.1,25.7,74,0.342
0.082644809,28.52173823,27.09498505,86.25734243,0,17.1,77,0.494
0.21658631,25.54831636,24.41243164,66.38337953,0,13.2,33,0.687
-0.508864884,18.31373548,16.60549318,125.6826636,0,25.9,59,0.135
-0.479640654,20.41249499,15.2533547,92.36427562,0.5,12.3,100,0.135
-0.859900165,18.35257972,31.4996654,137.5942437,0,19.4,41,0.986
-0.128746376,16.73553514,15.81681367,32.1092881,0,-6.1,19,0.494
0.559,21.50019807,24.95701346,62.76700861,0,14.6,59,0.559
-0.924409878,13.49405796,16.17870743,77.24731095,0,30.9,65,0.986
-0.482803364,28.34916583,30.10132504,74.30984638,0,21.8,43,0.342
-0.128746376,20.27212266,43.35819492,93.026142,0,10.9,82,0.494
0.247755696,22.36244663,18.89756794,81.86080005,0,4.2,46,0.687
-0.898081123,21.00132513,26.29951256,95.56026698,0,5.1,91,0.986
0.22584791,20.58562021,18.79553641,29.43239668,0,4.2,75,0.559
-0.128746376,15.39162008,13.53441058,66.44194674,0,6.4,69,0.494
-0.128746376,17.93889852,42.27812293,104.4345103,0,28.5,52,0.494
0.079774795,29.10456731,35.98035714,96.83193259,0,10.7,100,0.687
0.33849998,19.50507504,20.85123609,110.1103955,0,3.4,68,0.559
0.559,21.50019807,24.95701346,126.8167869,0,18.5,46,0.559
-0.781073325,19.26826192,30.91566454,123.0432432,0,17.3,100,0.986
0.254557148,26.96240692,18.16512282,47.63726665,0.9,2.6,91,0.494
0.093914079,28.31730769,31.41421172,115.9403548,0,21.8,100,0.687
-0.110180505,27.9855321,28.66760168,91.68571881,0,24.7,97,0.04
-0.128746376,21.50019807,24.95701346,113.9319004,0,24.5,69,1.279
0.462005444,23.92284795,17.27910238,134.2609287,0,17.9,25,0.687
0.365614561,21.71709076,14.00591926,110.2562579,0,21.5,88,0.559
-0.128746376,13.87384089,14.52135887,83.84711365,0,-1.6,79,0.494
-0.193713714,28.37172041,25.43680937,137.789481,0,23.6,84,0.04
0.381269699,21.71709076,14.87593753,142.4983971,0,11.2,94,0.559
-0.157697842,26.5834666,32.14425353,158.8727075,0,30.2,55,0.342
-0.128746376,17.01469585,36.89315962,90.75906873,0,13.5,76,1.279
0.31860707,28.22447601,21.92010113,81.66968207,0,-8.3,17,0.494
0.006000802,28.60187193,31.12001603,63.42918911,0,20.7,80,0.04
-0.128746376,21.50019807,24.95701346,60.35027553,0,11.8,81,0.342
0.342269227,15.70824943,20.37329511,80.91536353,0.1,5.4,71,0.559
-0.982158173,20.67862042,29.45006632,70.13417982,0,6.9,87,0.986
0.099480596,25.70836689,25.89794947,39.74601387,0,-0.1,87,0.687
-0.128746376,13.23798492,21.28879514,107.1271749,4,23.8,99,0.494
-0.128746376,11.22874591,31.62498671,125.7531703,0,22,96,1.279
-0.816127729,20.99947295,31.13436872,99.62086048,0,22.5,38,0.986
-0.132890036,27.82038424,28.25451913,67.91563056,0,4,34,0.04
0.264480224,29.50721154,34.96802932,115.620866,3,12.3,100,0.687
-0.434163239,11.17038648,17.99516004,57.90309599,0,18.3,31,0.135
-0.49117978,18.58630356,17.20008011,120.6070288,0,8.9,87,0.135
-0.400863309,23.76790466,12.51148487,110.5474899,0,10.2,34,0.342
0.307688198,27.44599063,24.63356063,134.2609287,0,29.7,44,0.494
0.494,21.50019807,24.95701346,119.3614032,0,23,48,0.494
-0.128746376,9.814614179,14.44583465,98.82760653,0,2.6,75,0.494
0.090356969,29.10456731,35.6915878,65.3324005,0,19.3,48,0.687
-0.128746376,13.72641649,32.62532045,115.6324128,0.5,14.6,100,1.279
0.172687376,23.17446236,22.6138151,108.0125761,0,-1.3,25,0.687
-0.103454792,28.36864235,19.52268074,66.72301418,0.3,10.2,93,0.04
-0.128746376,12.41696713,23.73743161,110.940239,0,19.4,83,0.494
-0.128746376,19.59962789,38.76747446,59.38616905,0,2.2,89,1.279
-0.128746376,20.15200428,44.36767737,38.09227042,0,21.9,22,0.494
-0.128746376,17.4874516,42.44871795,86.45687997,0,1.7,93,1.279
-1.033212325,19.43950072,24.61225648,123.4894713,0,29.2,58,0.986
-0.128746376,15.59989993,16.3931715,60.87269617,0,-0.3,24,0.494
-0.123026529,28.5993493,29.26758092,149.8924015,0,25,78,0.342
0.336097174,26.86223803,21.6417312,70.96419189,0,3.9,34,0.494
-0.128746376,19.88137557,42.46129339,74.96180684,0,13.1,97,0.494
-0.128746376,15.39347652,30.33064024,58.66507185,2,11.6,98,1.279
-0.9217666,20.57092511,33.05446358,54.24675701,0,1.6,76,0.986
-0.071495495,28.35717764,23.2527519,114.4314823,2,8.4,74,0.04
-0.128746376,21.37116211,37.2533547,78.05195257,0,-3.7,93,1.279
0.24145832,21.55479864,17.11210131,118.5718905,0,15.6,55,0.559
0.121543574,28.09763123,28.81275994,82.82955267,0,0.6,74,0.687
-0.4,21.50019807,24.95701346,87.24331304,0,13.7,94,0.986
-0.061614708,27.55426384,33.14992835,96.47545937,0,26,89,0.342
-0.541669569,19.28680032,16.17100521,66.72301418,7,20.7,97,0.135
0.243555299,27.61549372,20.67269493,120.8809428,0,27.9,87,0.494
0.179913672,20.63880543,19.05432008,28.55800111,0,1,81,0.559
-0.378461538,15.57403326,22.6035366,92.22158303,0,0.9,93,0.135
-1.01924825,15.65102123,26.33735261,120.7026762,0,17.9,30,0.986
-0.128746376,16.78962272,15.9610084,90.06671538,0,-10.4,13,0.494
0.369353813,27.31501935,23.91609843,125.7531703,0,22,96,0.494
0.306418945,27.61776854,21.1217461,138.5345985,0,11.3,72,0.494
-0.128746376,20.58380037,41.05252764,100.2798126,0,-4.6,79,0.494
-0.49618829,17.82599682,17.75503876,45.56124266,0.1,17.9,100,0.135
-0.128746376,18.11093328,40.69817745,130.1987915,0,16.9,24,1.279
0.304898293,25.88309611,19.98543782,93.27003429,0,1.8,80,0.494
-0.128746376,14.39664725,24.46124547,125.687906,0.4,20.4,100,0.494
-0.483246418,19.95350244,28.81634288,106.8280239,0,31.4,42,0.135
0.552872285,29.1485691,29.65273618,100.8286853,10,19.5,98,0.687
-0.206618705,26.58273202,32.21538953,98.30961549,0,15.7,100,0.342
-0.128746376,11.82870696,16.89504314,43.95231395,0,15.7,50,0.494
0.687,21.50019807,24.95701346,126.090206,0,27.4,53,0.687
-1.246774327,16.19167,27.9309981,107.4670383,0,12.2,43,0.986
-0.445705813,11.20042726,17.85098052,89.03839361,0,14.2,47,0.135
-0.441282051,16.35883705,21.53160578,100.0847697,0,24.8,55,0.135
-0.112720721,28.27558582,26.29591178,140.8941908,0,25.6,100,0.04
-0.424775641,16.57486053,21.89231568,121.1950477,2,21.4,100,0.135
-0.465611511,20.36771463,13.82668669,75.64369538,0,-1.8,61,0.342
-0.475077744,18.47576977,15.88372715,28.32244901,0,27.5,48,0.135
0.127066745,21.32902779,19.08075064,106.1879808,0,9.7,60,0.559
-1.025944483,16.24803788,18.85315637,157.2669323,0,14.7,97,0.986
-0.128746376,11.50143483,15.01041671,65.58146417,0,18.8,34,0.494
-0.596570513,17.65978762,23.43768235,74.69547683,0.3,10.2,93,0.135
-0.128746376,8.521567587,15.52197975,86.25734243,0,-5.9,87,0.494
-0.572051282,13.5483871,23.17826736,77.53469242,0,2,63,0.135
-0.550365882,19.82935185,19.43765767,111.0553817,2,23.2,93,0.135
0.532345863,27.38425769,24.04816723,99.65276063,26,20.8,100,0.687
0.378573602,27.7187081,28.98942913,66.2089849,0,17,46,0.687
-0.946956491,16.614761,26.43403397,138.7148411,0.4,22.2,96,0.986
-1.038902005,17.54305552,21.2488915,69.88569815,0,29.6,68,0.986
-0.088168318,27.23629998,27.90812047,124.3184005,0,1.5,87,0.04
0.687,21.50019807,24.95701346,111.5483847,0,22.2,53,0.687
-1.029606572,16.93868351,26.76175709,73.65799296,0,30.2,94,0.986
-0.916626494,16.2896705,29.91063506,89.69149945,0,1.9,31,0.986
-0.128746376,21.50019807,24.95701346,37.04121414,0.2,12.3,81,1.279
-0.954277578,20.40812924,29.55394096,75.81044942,0,11.9,49,0.986
-0.128746376,20.58379222,41.05255065,119.6024142,0,-3.9,100,0.494
-0.128648649,28.37172041,25.43551775,131.0359001,8,21.5,100,0.04
-0.170431655,28.51994081,32.20196353,111.6432302,3,20.1,100,0.04
-0.128746376,14.83306609,44.8690384,75.56762696,0,23.9,63,0.494
-0.128746376,13.76601639,14.59363451,79.98274899,0,-5.1,96,0.494
-0.172725819,26.86566817,13.65812668,123.1928713,0,18.3,60,0.342
0.232863458,26.88234918,26.40688827,98.72008881,0,22,100,0.559
-0.128746376,18.95073242,38.33486882,53.74890839,0,-1.9,63,1.279
-0.587434398,19.28604954,18.4747706,118.0575025,0.1,12.3,100,0.135
-0.500519681,9.5496148,17.77955826,123.0623857,0,19.3,23,0.135
-0.128746376,14.51626972,38.12179487,138.0390688,0,15.9,93,1.279
-0.900082615,17.22011397,14.45478275,124.973367,17,22.7,100,0.986
-0.528920863,20.6374433,14.33082782,89.30723083,0,-3.2,68,0.342
-0.278880895,19.13789375,14.04562447,71.37246976,0,3.3,43,0.342
-0.065126354,27.54558637,25.19540582,100.6637548,12,8.6,92,0.04
-1.116322772,16.99389975,28.36323698,47.12160375,0,0.5,71,0.986
-0.128746376,9.450362586,27.64841549,128.2535695,41,26,93,1.279
0.179693276,26.26201923,27.24403774,56.52362983,0,26,78,0.687
-1.186578061,15.54289147,27.22952042,90.76118598,0,20.3,24,0.986
-0.32028777,22.79235978,21.24585966,25.82416881,0,14.9,38,0.342
0.227658443,19.00954474,13.21706631,78.2734638,0,23.7,15,0.559
0.226557026,27.67319378,22.81784153,53.73778679,0,17.1,46,0.494
-0.174380496,28.5199571,32.27409337,128.8945577,3,20.1,100,0.04
-0.416168261,23.35792959,27.05387543,135.9850997,0,18.8,91,0.135
0.108635825,29.10456731,35.18617716,52.90329596,0,20.2,25,0.687
-0.128746376,16.30269906,33.39506541,63.51082344,0,11.5,33,1.279
-0.376402878,24.85008685,14.02472865,106.1879808,0,9.7,60,0.342
-0.300108108,28.4594679,32.51244232,26.21523453,0,-12.9,18,0.04
-0.128746376,16.35692396,16.10500377,72.16021333,0,-3.8,20,0.494
-0.128746376,23.38089042,39.34428199,68.27920404,0,-3.9,70,1.279
0.304483699,27.26144096,30.82592619,58.78131993,0,13.8,38,0.687
0.192489377,28.59842404,26.14236591,128.2496704,0,12.4,68,0.687
-0.128746376,17.67278468,29.15945504,157.6006841,0.5,27.3,66,1.279
-0.128746376,15.66463031,30.47521611,104.5973001,0,7.6,76,1.279
0.277418074,25.81565725,15.76437588,65.58146417,0,18.8,34,0.687
-0.445467626,27.23731009,24.79469433,133.6933017,0,11.7,89,0.342
0.265727185,26.74413581,26.19062875,94.86487057,0,23,96,0.559
0.23990878,20.80144906,18.33226509,70.09981273,0,2.2,56,0.559
0.428708159,26.54447115,23.238392,50.4046767,1,22.9,92,0.687
0.276154859,29.11167338,21.49916481,121.1950477,2,21.4,100,0.494
-1.001798969,17.10378145,28.03354274,26.09015932,0,6.6,31,0.986
-0.128746376,21.50019807,24.95701346,65.58603122,0,16.7,98,1.279
0.401662634,28.10551099,22.3071686,118.0575025,0,22.3,29,0.494
-0.976399363,15.60190378,19.20632366,147.8239995,0,34.5,62,0.986
-0.055022837,26.59589522,14.52457609,138.7148411,0,22.2,90,0.342
-0.128746376,17.67297691,30.45702069,167.0617156,0,32,58,1.279
0.376474066,23.6104989,9.6061042,101.0389388,0,26.6,96,0.559
-0.924106468,18.91894273,29.25626396,15.18543285,0,-1.3,97,0.986
-1.116963162,16.56254805,27.38489362,119.3734541,0,-2.7,44,0.986
0.379756115,15.70861661,19.86685748,54.58084814,0.9,15.5,62,0.559
0.04,21.50019807,24.95701346,93.86080516,0,23.3,27,0.04
-0.120207807,27.08439343,30.27775476,129.3902606,87,26.1,98,0.342
-0.603546358,21.3856628,14.46024434,68.1306946,0,22.4,36,0.135
-0.574964029,24.47366272,19.37672157,79.17020839,0,-4.2,93,0.342
0.348779109,18.91401326,10.97774539,95.00086084,0,-1,82,0.559
-0.426635921,10.35664196,28.0041705,100.8374074,0,2.7,79,0.135
-0.128746376,14.09627314,24.60566977,100.0847697,0,24.8,55,0.494
-0.128746376,16.54510623,39.28001379,82.32085414,0,25.1,72,0.494
-0.425323741,23.76757114,12.58404577,87.75843636,0,14.2,56,0.342
-0.248570023,28.27558582,22.34822474,120.6070288,0,12.2,54,0.04
-0.914207226,20.06004498,29.11077737,119.6969423,0,10.5,73,0.986
-1.182737074,18.30332075,20.00366778,91.68571881,0,27.9,72,0.986
-0.329524737,26.97687147,33.33795924,103.0010015,0,28.3,75,0.342
-0.128746376,11.5059368,15.09299338,124.1064796,0,13.3,27,0.494
-0.128746376,8.467309729,15.23345172,75.52521419,0,7.8,21,0.494
-0.169873874,28.65411576,24.56737656,111.9462314,0,31.1,49,0.04
0.437185428,22.74494089,15.0195387,128.8945577,0,8,93,0.559
-0.576241161,18.2047608,16.96272194,127.5218244,0,28.1,43,0.135
-0.540961538,13.5483871,23.68377237,31.73734193,0,2.4,79,0.135
-0.128746376,16.46460118,33.39492098,106.5419627,0,-3.6,51,1.279
0.152167975,27.39380488,26.72276712,104.3038459,0,8.6,31,0.687
-0.543044872,20.31778328,22.16753395,91.65799833,3,26.2,98,0.135
0.367611373,28.37439904,21.40832846,59.24970188,0,-6.5,90,0.494
-0.128746376,15.83001099,38.38222343,73.16639737,0,16,100,0.494
-0.078788608,27.86962925,24.97869768,97.62060128,0,12.1,48,0.04
-0.421891026,16.84430065,23.76800611,103.7664817,0,26.5,49,0.135
-1.065151909,19.42354826,31.94382396,86.78506648,0,-2.5,78,0.986
-1.22659339,18.46239487,28.37166063,107.5049678,0,7.6,83,0.986
-0.014440433,26.48814542,27.13690941,95.31089709,30,26.9,91,0.04
0.687,21.50019807,24.95701346,117.1457612,0,28.6,24,0.687
0.305528571,28.37139423,30.29902361,104.5058946,0,25.1,90,0.687
-0.368105727,28.05249449,31.6924805,35.31089709,0,19.9,48,0.342
-0.163453237,27.55413054,33.2939814,85.16463808,0,27.4,87,0.342
-0.521726619,24.74968232,23.78621304,88.89137928,0,20.8,46,0.342
-0.314532374,24.47123434,20.31135583,42.95015541,0,-2.2,77,0.342
0.337338565,19.1670168,18.71793333,123.0623857,0,19.3,23,0.559
-0.128746376,11.17456956,31.62507492,110.7972907,0,27.8,67,1.279
0.559,21.50019807,24.95701346,110.0298647,0,11.5,66,0.559
0.369598592,17.71322264,11.7695364,66.24702427,0,5.7,63,0.559
-0.909317547,15.91275237,25.56997328,70.5074596,0,22.2,100,0.986
0.298836429,27.23715432,22.28095598,85.60391806,10,8.7,73,0.494
-0.128746376,17.43681585,39.05929487,121.8238495,0,28.6,56,1.279
-0.128746376,15.54502049,42.44871795,126.1582792,0,31.4,50,1.279
-0.544577653,8.904623761,23.98494587,36.31864286,0,9.4,37,0.135
-0.952915032,15.83028649,18.62968795,119.3257876,0,30.1,75,0.986
0.012779783,27.933453,23.67503971,123.4805561,0,24.5,100,0.04
-0.128746376,21.50019807,24.95701346,98.23431184,0,9.2,74,0.342
0.326466614,26.46363755,28.14378891,106.8168392,0,16.9,100,0.494
-0.064172662,26.58410143,32.57779097,115.6723687,0,19.2,77,0.342
0.088924532,29.12860577,34.24704445,103.6911645,0,19.2,65,0.687
-0.128746376,17.4875599,42.95352564,87.91266392,0,6.4,69,1.279
-0.128746376,21.50019807,24.95701346,148.6427742,0,27.8,49,0.342
-0.128746376,14.74877268,44.22050822,109.3514322,0,23,79,0.494
-0.128746376,14.23603314,38.41025641,113.9344089,6,23.2,100,1.279
-0.140431655,26.49919813,32.28832831,147.1335542,0,30.4,51,0.342
-0.128746376,20.56428209,38.17192981,135.0778103,0,28.5,60,0.494
-0.128746376,20.23254567,35.93951532,106.2290107,0,2,62,1.279
0.101862937,19.5063065,18.47412981,48.72606143,0,5.4,45,0.559
0.363914393,27.65632542,24.30151201,142.4983971,0,29.8,69,0.494
-0.128746376,20.58889312,38.38671947,100.7582516,0,20.6,100,0.494
-0.260028028,25.17081172,30.46283348,75.03895244,0,-2.5,91,0.04
0.559,21.50019807,24.95701346,120.7903289,0,25.3,52,0.559
-0.593451404,22.23868642,14.46024434,119.6024142,0,-3.9,100,0.135
0.174219098,28.25902379,32.37312229,75.5322142,0,31.2,67,0.687
0.308694259,22.69084352,10.80015364,117.7386758,0,26.1,90,0.559
0.316236778,16.63239307,12.48970757,75.63687858,0,9,20,0.559
-0.128746376,17.83066205,42.06193129,67.36846432,0,21.1,100,0.494
-0.075083445,28.59879881,29.32426137,93.54207881,4,28.5,80,0.342
0.559,21.50019807,24.95701346,98.22848819,0,13.7,80,0.559
-0.51197442,23.60455851,13.88321314,49.92371715,0,7,52,0.342
0.096191693,24.77569935,27.88962316,71.48689283,0,13.5,26,0.687
0.217167408,25.59837883,28.35724874,140.5729426,0,28.5,57,0.494
0.267170967,14.42260971,16.73700996,27.63104085,0,2.9,73,0.559
0.138767313,24.89464869,26.72709763,38.46848015,0,0.7,36,0.687
-1.295958674,16.32382859,27.28983436,110.2614247,0,17,46,0.986
-0.216720721,28.15541758,20.77566326,100.7582516,0,11.6,50,0.04
0.559,21.50019807,24.95701346,113.8662967,0,18.9,33,0.559
-0.155632067,27.16250165,30.27771133,93.80599737,70,24.9,100,0.342
0.45152823,29.11807757,28.81988152,122.8977465,0,30.6,22,0.687
-0.14657842,22.53382753,25.70616388,110.4476382,0,32.2,20,0.04
0.204059974,27.28801916,28.46602994,97.48530869,0.1,9.5,49,0.687
0.136790338,28.15185151,27.73106756,90.9145789,0,9.2,76,0.687
-0.128746376,11.98407111,23.30467127,88.70916335,0,25.1,54,0.494
-1.145612951,15.54289147,26.78312599,59.88323922,0,21.7,41,0.986
-0.175911912,28.80432606,19.30888912,142.2178805,0,20.3,64,0.04
-0.453968763,27.32518533,31.69290348,74.96180684,0,13.1,97,0.342
-0.598121938,22.41251979,36.81954737,118.7983854,57,24.1,100,0.135
-0.492032646,9.442003426,18.78960538,88.81843751,0,10.6,21,0.135
0.494,21.50019807,24.95701346,107.332139,4,16.6,81,0.494
-0.859057808,19.48662337,30.31065484,99.29926183,0,15,55,0.986
-0.310215827,22.74824777,20.30524503,119.6969423,0,10.5,73,0.342
-0.109241877,23.72657491,26.85388338,137.171503,0,21.2,83,0.04
-0.128746376,14.23600823,38.41025641,96.6954657,0,30.2,94,1.279
-0.128746376,17.77650617,42.20628909,88.0638868,34,21.6,100,0.494
-0.371833598,20.086721,30.47466453,141.9404776,0,26.6,48,0.135
0.687,21.50019807,24.95701346,36.90336087,0,14.2,68,0.687
-0.337873701,23.44164652,15.83128539,113.5762528,0,15.1,27,0.342
-0.251223022,23.11816553,20.38193118,75.47697498,0,10.3,89,0.342
-0.80273111,21.17720348,25.80567071,78.97442993,2,15.6,100,0.986
-0.128746376,21.61575833,38.74984921,105.1883993,0,26.2,91,0.494
0.070958313,20.95442942,18.77780004,105.0095363,0,23.3,99,0.687
-1.052754292,19.2137464,26.66239346,103.8231003,0,5.1,75,0.986
-0.562180808,10.09322484,22.9750649,90.4824594,0,-2.8,78,0.135
0.386646934,25.93654833,21.87464958,94.86487057,0,29.5,90,0.494
0.494,21.50019807,24.95701346,78.00298852,0.4,14.8,70,0.494
-0.128746376,9.068001139,12.93880406,98.09895795,0,16.7,49,0.494
-0.543220332,11.46864356,28.94156359,65.78618721,0,4.5,66,0.135
-0.128746376,11.88404458,19.05167143,121.8238495,0,28.6,56,0.494
0.352125974,27.97324581,26.11592055,100.3598204,2,19.9,100,0.494
0.193768861,27.38891267,23.23421287,146.3081333,0,24.3,78,0.494
0.377979272,29.22636425,29.23558555,73.12425633,0,22.7,45,0.687
0.049312242,27.80377674,28.66317272,168.4657977,93,23.2,100,0.687
0.213996149,28.08280004,26.48947524,63.97198428,0,27.2,73,0.494
-0.456921302,20.36709892,27.95113158,91.68012511,0,17.4,59,0.135
0.254095823,26.20531187,25.35096904,100.3758503,0,13.2,33,0.687
0.471847563,27.99278846,29.43382167,123.6890272,0,28.1,55,0.687
-0.128746376,25.29360356,37.38200171,79.5563498,0,32.2,61,0.494
-0.210935252,26.44419932,32.64770338,123.2626099,0.4,22.4,100,0.342
-0.128746376,12.23848407,37.23786646,119.1746448,0,5.3,100,1.279
-0.575603517,22.69071712,15.91586542,64.30117339,0,-1.8,51,0.342
-0.128746376,16.02827541,44.97275641,49.25879142,0,10.8,86,1.279
-1.092717607,16.30224461,19.73330661,117.3944223,0,19.5,80,0.986
-0.545987322,18.96212288,16.31454551,100.1544287,2,19.4,100,0.135
-0.45873701,23.11679817,15.75978234,89.65564213,0,14.1,55,0.342
-0.4,21.50019807,24.95701346,135.3004664,0,28.3,48,0.986
-0.128746376,14.63701387,24.34902198,129.691573,0.4,23.4,79,0.494
-0.531798561,20.86566232,14.33069356,49.09704061,0,4,34,0.342
-0.228840927,26.74385517,33.00710017,72.70736177,0,30.5,81,0.342
-0.986932069,18.43233667,21.32183692,28.45207681,0,20.2,93,0.986
-0.16294964,28.84100926,32.20196353,95.0202215,0,5.3,100,0.04
0.687,21.50019807,24.95701346,83.51613607,0,20.5,74,0.687
0.338286858,22.47445402,16.10016259,114.073667,0,14.4,96,0.559
0.687,21.50019807,24.95701346,121.9970064,0,14.8,52,0.687
-0.128746376,8.090756543,17.29371454,61.97905392,0,19.9,17,0.494
-0.128746376,16.46692966,35.23090305,118.2950421,0,2.6,30,1.279
0.239475452,28.21187192,21.97663934,45.34055037,0,-7,71,0.494
-0.128746376,14.61831827,14.95369961,90.16861666,0,-11,80,0.494
0.316446404,27.14235256,20.93051446,46.43781556,0,16.4,47,0.494
-0.408926645,22.62420727,26.18866413,134.6858269,0,13.4,50,0.135
0.404598639,21.74113404,12.9262188,94.63061117,0,20.3,100,0.559
0.473598862,24.63942308,27.23538421,93.54207881,4,28.5,80,0.687
-0.179763764,26.59937108,29.02041236,62.54524543,0,2.6,47,0.04
-0.128746376,16.80790914,30.02348216,158.2266601,0,32.2,68,1.279
-0.01008793,28.52319455,31.2642757,108.8977636,0,26.9,58,0.04
-0.128746376,16.35694025,16.03292813,99.80400146,0,-3.8,20,0.494
0.167802066,24.45663094,28.65372072,99.32162057,0.9,14.4,100,0.494
0.249584396,22.1765071,16.46071217,100.188837,0,18.2,54,0.559
-0.128746376,21.50019807,24.95701346,76.62245717,0,21.2,27,0.494
-0.128746376,21.50019807,24.95701346,121.7299917,0,15.6,64,0.342
-0.342190248,22.52160455,20.74034714,73.16639737,0,12.6,31,0.342
0.062690013,24.4751601,27.72947682,97.12833292,0,11.7,95,0.687
-0.089530686,25.18810581,26.37973626,162.8254221,0,28.2,64,0.04
-0.105779795,26.898162,30.27793359,139.4556516,2,33.6,66,0.342
-1.00816086,18.67865439,30.15026604,84.85484247,0,4,24,0.986
-0.255539568,26.74109083,27.65564262,72.53171477,0,6,47,0.04
-0.488633094,20.36744001,14.18703985,77.53469242,0,2,63,0.342
-0.128746376,14.73499853,38.06570513,132.8555292,0,33.6,64,1.279
-1.092717607,16.30224461,19.73330661,117.3944223,0,19.5,80,0.986
0.26415113,25.71686023,26.79291638,161.1027689,0,31.6,54,0.559
-0.128746376,12.32262628,37.23784473,142.4983971,0,6.4,100,1.279
-0.128746376,21.50019807,24.95701346,115.2939072,0,23.3,27,1.279
-0.128746376,9.44501448,14.26554721,31.24655776,0,-1.9,96,0.494
0.342161696,29.73104018,20.41595521,126.1582792,0,34.2,32,0.494
0.2629195,18.84658221,13.79701423,122.5602024,0,-0.9,93,0.559
0.336835922,27.04586912,27.50340943,81.80935889,0,8.5,100,0.494
-0.966716939,9.679223321,11.52899919,123.1928713,0,29.2,67,0.986
0.400296155,21.06792226,16.17182961,141.0942289,0,17.4,90,0.559
